#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Temperature (K), Power (K)
8.1158000000e+09, 3.1740740000e-02, 3.2893140000e-02, -2.6799715016e+01, -1.8046329989e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1158500000e+09, 3.2201140000e-02, 3.1981670000e-02, -2.6861874634e+01, -1.8067577196e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1159000000e+09, 3.2803660000e-02, 3.1512290000e-02, -2.6842175684e+01, -1.8084233595e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1159500000e+09, 3.3601800000e-02, 3.0564470000e-02, -2.6854444017e+01, -1.8111457758e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1160000000e+09, 3.4291980000e-02, 2.9860490000e-02, -2.6845358384e+01, -1.8133125664e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1160500000e+09, 3.4557570000e-02, 2.9470170000e-02, -2.6855604439e+01, -1.8143447365e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1161000000e+09, 3.5101230000e-02, 2.8584340000e-02, -2.6884239520e+01, -1.8166131960e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1161500000e+09, 3.5757660000e-02, 2.7684060000e-02, -2.6893029868e+01, -1.8190737465e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1162000000e+09, 3.6476220000e-02, 2.7129740000e-02, -2.6847567267e+01, -1.8210057095e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1162500000e+09, 3.6893680000e-02, 2.6421190000e-02, -2.6862966397e+01, -1.8228076987e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1163000000e+09, 3.7432410000e-02, 2.5572560000e-02, -2.6871583462e+01, -1.8250217329e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1163500000e+09, 3.7914700000e-02, 2.5093030000e-02, -2.6846207326e+01, -1.8264910284e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1164000000e+09, 3.8329410000e-02, 2.4067160000e-02, -2.6885911987e+01, -1.8288871620e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1164500000e+09, 3.8910420000e-02, 2.3371470000e-02, -2.6860808372e+01, -1.8308660010e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1165000000e+09, 3.9193150000e-02, 2.2405240000e-02, -2.6907749827e+01, -1.8330233750e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1165500000e+09, 3.9797630000e-02, 2.1896550000e-02, -2.6854354632e+01, -1.8346561218e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1166000000e+09, 3.9973460000e-02, 2.1086480000e-02, -2.6898342897e+01, -1.8364141722e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1166500000e+09, 4.0729110000e-02, 2.0253270000e-02, -2.6842278918e+01, -1.8388096557e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1167000000e+09, 4.0890790000e-02, 1.9415110000e-02, -2.6884573627e+01, -1.8406267529e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1167500000e+09, 4.1262820000e-02, 1.8761990000e-02, -2.6872658290e+01, -1.8422804656e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1168000000e+09, 4.1625750000e-02, 1.7642230000e-02, -2.6895294471e+01, -1.8448676929e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1168500000e+09, 4.1889840000e-02, 1.6977580000e-02, -2.6897322886e+01, -1.8464496576e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1169000000e+09, 4.2283130000e-02, 1.5990010000e-02, -2.6896161127e+01, -1.8488013138e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1169500000e+09, 4.2576610000e-02, 1.5178430000e-02, -2.6896992259e+01, -1.8507104972e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1170000000e+09, 4.2818970000e-02, 1.4430550000e-02, -2.6900070151e+01, -1.8524497321e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1170500000e+09, 4.3306120000e-02, 1.3496460000e-02, -2.6866444391e+01, -1.8547443351e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1171000000e+09, 4.3381300000e-02, 1.2701010000e-02, -2.6896778878e+01, -1.8564739618e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1171500000e+09, 4.3615700000e-02, 1.2017450000e-02, -2.6889355423e+01, -1.8580696696e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1172000000e+09, 4.3912470000e-02, 1.0955510000e-02, -2.6886004515e+01, -1.8605061864e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1172500000e+09, 4.4071870000e-02, 1.0025700000e-02, -2.6897647146e+01, -1.8625877253e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1173000000e+09, 4.4278510000e-02, 9.2851310000e-03, -2.6889245693e+01, -1.8642852643e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1173500000e+09, 4.4531650000e-02, 8.4702280000e-03, -2.6872277769e+01, -1.8661594272e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1174000000e+09, 4.4495930000e-02, 7.3062040000e-03, -2.6918052881e+01, -1.8686808806e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1174500000e+09, 4.4645910000e-02, 6.6933970000e-03, -2.6907832811e+01, -1.8700742414e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1175000000e+09, 4.4947610000e-02, 5.6670360000e-03, -2.6877373715e+01, -1.8724136779e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1175500000e+09, 4.4998990000e-02, 4.8437300000e-03, -2.6885914192e+01, -1.8742327924e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1176000000e+09, 4.4916030000e-02, 3.9143790000e-03, -2.6919113057e+01, -1.8762626731e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1176500000e+09, 4.5212350000e-02, 3.1968650000e-03, -2.6873199534e+01, -1.8778965624e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1177000000e+09, 4.5164750000e-02, 2.0294200000e-03, -2.6895248054e+01, -1.8804652411e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1177500000e+09, 4.5154810000e-02, 1.2288200000e-03, -2.6902704534e+01, -1.8822349146e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1178000000e+09, 4.5121960000e-02, 5.0326500000e-04, -2.6911700651e+01, -1.8838402946e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1178500000e+09, 4.4992560000e-02, -3.8788810000e-04, -2.6936863135e+01, -1.8858176869e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1179000000e+09, 4.5037530000e-02, -1.4602750000e-03, -2.6923945440e+01, -1.8881968081e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1179500000e+09, 4.5033190000e-02, -2.3080600000e-03, -2.6917952623e+01, -1.8900763536e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1180000000e+09, 4.5023930000e-02, -3.1949240000e-03, -2.6909318384e+01, -1.8920397751e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1180500000e+09, 4.4859700000e-02, -4.1270430000e-03, -2.6926269580e+01, -1.8941296577e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1181000000e+09, 4.4864010000e-02, -4.8127570000e-03, -2.6912345934e+01, -1.8956421582e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1181500000e+09, 4.4640730000e-02, -5.8273750000e-03, -2.6931991595e+01, -1.8979361344e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1182000000e+09, 4.4609690000e-02, -6.6493680000e-03, -2.6915981227e+01, -1.8997523085e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1182500000e+09, 4.4336540000e-02, -7.5383820000e-03, -2.6940994487e+01, -1.9017971731e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1183000000e+09, 4.4151040000e-02, -8.3378610000e-03, -2.6948993340e+01, -1.9036206327e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1183500000e+09, 4.3944500000e-02, -9.2391930000e-03, -2.6954057004e+01, -1.9056784534e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1184000000e+09, 4.3722810000e-02, -1.0086280000e-02, -2.6960662346e+01, -1.9076276611e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1184500000e+09, 4.3554900000e-02, -1.1125060000e-02, -2.6944774675e+01, -1.9099634984e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1185000000e+09, 4.3336210000e-02, -1.1922640000e-02, -2.6946106977e+01, -1.9118033304e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1185500000e+09, 4.3247890000e-02, -1.2900030000e-02, -2.6910535831e+01, -1.9139435037e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1186000000e+09, 4.3008090000e-02, -1.3554540000e-02, -2.6917726187e+01, -1.9154864631e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1186500000e+09, 4.2619630000e-02, -1.4374700000e-02, -2.6939901931e+01, -1.9174853232e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1187000000e+09, 4.2367030000e-02, -1.5255390000e-02, -2.6929979791e+01, -1.9195179602e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1187500000e+09, 4.2089430000e-02, -1.6024970000e-02, -2.6928635739e+01, -1.9213346088e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1188000000e+09, 4.1772890000e-02, -1.6902240000e-02, -2.6923627739e+01, -1.9234040620e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1188500000e+09, 4.1360310000e-02, -1.7684520000e-02, -2.6939145002e+01, -1.9253603252e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1189000000e+09, 4.0919020000e-02, -1.8513980000e-02, -2.6952653249e+01, -1.9274448837e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1189500000e+09, 4.0572030000e-02, -1.9267620000e-02, -2.6952228810e+01, -1.9292921919e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1190000000e+09, 4.0080760000e-02, -2.0149870000e-02, -2.6962674379e+01, -1.9315386529e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1190500000e+09, 3.9841930000e-02, -2.0766120000e-02, -2.6949473374e+01, -1.9330029323e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1191000000e+09, 3.9344260000e-02, -2.1790980000e-02, -2.6940432754e+01, -1.9355353324e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1191500000e+09, 3.8804260000e-02, -2.2534280000e-02, -2.6960344824e+01, -1.9375675805e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1192000000e+09, 3.8405300000e-02, -2.3329270000e-02, -2.6948159507e+01, -1.9395434802e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1192500000e+09, 3.8166090000e-02, -2.3863270000e-02, -2.6933378200e+01, -1.9408333527e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1193000000e+09, 3.7696460000e-02, -2.4646640000e-02, -2.6928292785e+01, -1.9428610764e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1193500000e+09, 3.6971960000e-02, -2.5559610000e-02, -2.6946014435e+01, -1.9454435426e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1194000000e+09, 3.6468350000e-02, -2.6039690000e-02, -2.6972349923e+01, -1.9469639587e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1194500000e+09, 3.6145730000e-02, -2.6816120000e-02, -2.6934424333e+01, -1.9487845758e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1195000000e+09, 3.5600250000e-02, -2.7522820000e-02, -2.6935999755e+01, -1.9507682551e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1195500000e+09, 3.4844540000e-02, -2.8107800000e-02, -2.6980610249e+01, -1.9528346464e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1196000000e+09, 3.4492020000e-02, -2.8823330000e-02, -2.6945446282e+01, -1.9545661109e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1196500000e+09, 3.3662280000e-02, -2.9410440000e-02, -2.6993777646e+01, -1.9567644210e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1197000000e+09, 3.3230720000e-02, -3.0115170000e-02, -2.6965438293e+01, -1.9585810542e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1197500000e+09, 3.2805820000e-02, -3.0765230000e-02, -2.6940639731e+01, -1.9602865743e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1198000000e+09, 3.1998600000e-02, -3.1569080000e-02, -2.6945374452e+01, -1.9628197295e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1198500000e+09, 3.1435710000e-02, -3.1932520000e-02, -2.6972601488e+01, -1.9642793973e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1199000000e+09, 3.0743070000e-02, -3.2776190000e-02, -2.6947744256e+01, -1.9666951090e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1199500000e+09, 3.0160780000e-02, -3.3285900000e-02, -2.6951598101e+01, -1.9684170157e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1200000000e+09, 2.9512470000e-02, -3.3920450000e-02, -2.6943084632e+01, -1.9704332969e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1200500000e+09, 2.8852450000e-02, -3.4361090000e-02, -2.6961242147e+01, -1.9721877852e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1201000000e+09, 2.8068190000e-02, -3.4953810000e-02, -2.6968920802e+01, -1.9743779833e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1201500000e+09, 2.7441840000e-02, -3.5456010000e-02, -2.6967643549e+01, -1.9761686847e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1202000000e+09, 2.6609160000e-02, -3.6154370000e-02, -2.6956848915e+01, -1.9785879700e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1202500000e+09, 2.5889360000e-02, -3.6569510000e-02, -2.6973254040e+01, -1.9804311065e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1203000000e+09, 2.5107390000e-02, -3.6882710000e-02, -2.7009908392e+01, -1.9822672452e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1203500000e+09, 2.4382740000e-02, -3.7428370000e-02, -2.6999698382e+01, -1.9842957839e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1204000000e+09, 2.3735320000e-02, -3.7828230000e-02, -2.7002007129e+01, -1.9859993130e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1204500000e+09, 2.3104000000e-02, -3.8410040000e-02, -2.6969928285e+01, -1.9878823636e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1205000000e+09, 2.2325230000e-02, -3.9010060000e-02, -2.6946054880e+01, -1.9900553847e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1205500000e+09, 2.1581120000e-02, -3.9285930000e-02, -2.6969921698e+01, -1.9918020057e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1206000000e+09, 2.0755240000e-02, -3.9750090000e-02, -2.6966204017e+01, -1.9939147393e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1206500000e+09, 2.0154500000e-02, -4.0025130000e-02, -2.6971898146e+01, -1.9953871748e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1207000000e+09, 1.9189140000e-02, -4.0583030000e-02, -2.6956806779e+01, -1.9978670570e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1207500000e+09, 1.8388950000e-02, -4.0792730000e-02, -2.6984924772e+01, -1.9996841649e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1208000000e+09, 1.7450670000e-02, -4.1344060000e-02, -2.6959713321e+01, -2.0020953992e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1208500000e+09, 1.6936050000e-02, -4.1502020000e-02, -2.6969665734e+01, -2.0032901767e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1209000000e+09, 1.6025570000e-02, -4.1766600000e-02, -2.6986947989e+01, -2.0053981809e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1209500000e+09, 1.5123370000e-02, -4.2151620000e-02, -2.6977826633e+01, -2.0075872665e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1210000000e+09, 1.4360370000e-02, -4.2465000000e-02, -2.6969127564e+01, -2.0094255431e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1210500000e+09, 1.3536580000e-02, -4.2564050000e-02, -2.7000707385e+01, -2.0112438718e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1211000000e+09, 1.2601550000e-02, -4.2994110000e-02, -2.6973893257e+01, -2.0135238195e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1211500000e+09, 1.1841960000e-02, -4.3061310000e-02, -2.7001641225e+01, -2.0151983884e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1212000000e+09, 1.0923910000e-02, -4.3415340000e-02, -2.6980538376e+01, -2.0173855047e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1212500000e+09, 1.0124960000e-02, -4.3659720000e-02, -2.6970879548e+01, -2.0192474182e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1213000000e+09, 9.3306480000e-03, -4.3714800000e-02, -2.6993947933e+01, -2.0210064116e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1213500000e+09, 8.3589720000e-03, -4.4100370000e-02, -2.6957863700e+01, -2.0233030200e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1214000000e+09, 7.7653900000e-03, -4.4082420000e-02, -2.6981974230e+01, -2.0245984994e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1214500000e+09, 6.7322410000e-03, -4.4432840000e-02, -2.6947345650e+01, -2.0269980985e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1215000000e+09, 5.6907870000e-03, -4.4410890000e-02, -2.6979479651e+01, -2.0292907307e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1215500000e+09, 5.1367390000e-03, -4.4536690000e-02, -2.6968249353e+01, -2.0305522394e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1216000000e+09, 4.1231230000e-03, -4.4514190000e-02, -2.6992929670e+01, -2.0327990867e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1216500000e+09, 3.2021370000e-03, -4.4783220000e-02, -2.6955546113e+01, -2.0348970679e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1217000000e+09, 2.3914800000e-03, -4.4704250000e-02, -2.6980612945e+01, -2.0366907607e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1217500000e+09, 1.4622570000e-03, -4.4607720000e-02, -2.7007135265e+01, -2.0387583625e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1218000000e+09, 5.8901690000e-04, -4.4825230000e-02, -2.6968799647e+01, -2.0407212706e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1218500000e+09, -3.0327270000e-04, -4.4926220000e-02, -2.6949804512e+01, -2.0427102607e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1219000000e+09, -1.1828000000e-03, -4.4658050000e-02, -2.6998959412e+01, -2.0446831764e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1219500000e+09, -1.8941920000e-03, -4.4673750000e-02, -2.6991151041e+01, -2.0462727426e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1220000000e+09, -2.8595030000e-03, -4.4706880000e-02, -2.6974781889e+01, -2.0484226379e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1220500000e+09, -3.7177070000e-03, -4.4699610000e-02, -2.6963986866e+01, -2.0503332170e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1221000000e+09, -4.6193040000e-03, -4.4544890000e-02, -2.6977588850e+01, -2.0523682885e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1221500000e+09, -5.4205020000e-03, -4.4465260000e-02, -2.6975519210e+01, -2.0541657919e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1222000000e+09, -6.4203920000e-03, -4.4371590000e-02, -2.6967911014e+01, -2.0564050926e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1222500000e+09, -7.1659470000e-03, -4.4201620000e-02, -2.6978565973e+01, -2.0581073474e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1223000000e+09, -7.9178090000e-03, -4.4149970000e-02, -2.6963911161e+01, -2.0597804803e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1223500000e+09, -8.8404590000e-03, -4.4087040000e-02, -2.6942573374e+01, -2.0618250500e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1224000000e+09, -9.6713390000e-03, -4.3845100000e-02, -2.6955250709e+01, -2.0637455424e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1224500000e+09, -1.0511280000e-02, -4.3351580000e-02, -2.7011804254e+01, -2.0658227524e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1225000000e+09, -1.1567050000e-02, -4.3140810000e-02, -2.7000731805e+01, -2.0682313936e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1225500000e+09, -1.2137070000e-02, -4.2986840000e-02, -2.7000185961e+01, -2.0695533080e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1226000000e+09, -1.2863870000e-02, -4.2662090000e-02, -2.7021228742e+01, -2.0713211476e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1226500000e+09, -1.3921940000e-02, -4.2579230000e-02, -2.6974934750e+01, -2.0736360863e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1227000000e+09, -1.4737560000e-02, -4.2220650000e-02, -2.6990180050e+01, -2.0756189826e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1227500000e+09, -1.5637750000e-02, -4.1992560000e-02, -2.6972548229e+01, -2.0776835678e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1228000000e+09, -1.6229870000e-02, -4.1732610000e-02, -2.6978814171e+01, -2.0791254395e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1228500000e+09, -1.7191340000e-02, -4.1387640000e-02, -2.6971327230e+01, -2.0814041222e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1229000000e+09, -1.8048660000e-02, -4.1058560000e-02, -2.6964671218e+01, -2.0834510013e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1229500000e+09, -1.8831220000e-02, -4.0663960000e-02, -2.6971989867e+01, -2.0854041314e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1230000000e+09, -1.9690230000e-02, -4.0204160000e-02, -2.6980850243e+01, -2.0875771153e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1230500000e+09, -2.0239080000e-02, -3.9906510000e-02, -2.6985034103e+01, -2.0889713318e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1231000000e+09, -2.1029230000e-02, -3.9673810000e-02, -2.6954578351e+01, -2.0907752361e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1231500000e+09, -2.1903360000e-02, -3.9026560000e-02, -2.6983560064e+01, -2.0931785863e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1232000000e+09, -2.2673050000e-02, -3.8640590000e-02, -2.6974174890e+01, -2.0950985293e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1232500000e+09, -2.3543670000e-02, -3.8255650000e-02, -2.6951220644e+01, -2.0972040060e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1233000000e+09, -2.4040740000e-02, -3.7739370000e-02, -2.6984888061e+01, -2.0987548626e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1233500000e+09, -2.4622190000e-02, -3.7100100000e-02, -2.7027496391e+01, -2.1006276742e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1234000000e+09, -2.5567840000e-02, -3.6734240000e-02, -2.6982932864e+01, -2.1028403436e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1234500000e+09, -2.6077830000e-02, -3.6247470000e-02, -2.7002895916e+01, -2.1044005488e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1235000000e+09, -2.6834450000e-02, -3.5718320000e-02, -2.6998642485e+01, -2.1064671885e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1235500000e+09, -2.7573170000e-02, -3.5324490000e-02, -2.6972148158e+01, -2.1083131652e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1236000000e+09, -2.8235380000e-02, -3.4561440000e-02, -2.7007695747e+01, -2.1105350585e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1236500000e+09, -2.9055870000e-02, -3.4232640000e-02, -2.6954842204e+01, -2.1124135742e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1237000000e+09, -2.9544370000e-02, -3.3485650000e-02, -2.7002403141e+01, -2.1143301515e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
8.1237500000e+09, -3.0068250000e-02, -3.3000020000e-02, -2.7004706977e+01, -2.1159298195e+01, 8.0000000000e+00, 1.4536300000e-02, 8.0000000000e+00
